Book Name,Author,Author_Rating,Book_average_rating,genre,sale price,combined
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,Famous,4.42,genre fiction,2.99,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest Stephen E. Ambrose genre fiction"
On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,Charles Darwin,Intermediate,3.97,genre fiction,8.99,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life Charles Darwin genre fiction
Blankets,Craig Thompson,Excellent,4.06,genre fiction,2.99,Blankets Craig Thompson genre fiction
The Story of Edgar Sawtelle,David Wroblewski,Intermediate,3.6,nonfiction,2.99,The Story of Edgar Sawtelle David Wroblewski nonfiction
Drowning Ruth,Christina Schwarz,Intermediate,3.73,genre fiction,4.99,Drowning Ruth Christina Schwarz genre fiction
Post Office,Charles Bukowski,Excellent,4.01,nonfiction,2.99,Post Office Charles Bukowski nonfiction
All the Pretty Horses,Cormac McCarthy,Intermediate,3.97,genre fiction,3.99,All the Pretty Horses Cormac McCarthy genre fiction
"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",Famous,4.46,nonfiction,10.99,"Sherlock Holmes: The Complete Novels and Stories, Vol 2 Arthur Conan Doyle, Kyle Freeman nonfiction"
"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",Famous,4.42,genre fiction,3.99,"One Piece, Volume 01 EiichirÅ Oda, Andy Nakatani genre fiction"
The Last Unicorn,Peter S. Beagle,Excellent,4.18,genre fiction,2.99,The Last Unicorn Peter S. Beagle genre fiction
Magyk,Angie Sage,Intermediate,3.8,genre fiction,2.99,Magyk Angie Sage genre fiction
Fever 1793,Laurie Halse Anderson,Intermediate,3.89,genre fiction,3.99,Fever 1793 Laurie Halse Anderson genre fiction
The Likeness,Tana French,Excellent,4.05,genre fiction,6.99,The Likeness Tana French genre fiction
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Excellent,4.07,genre fiction,8.09,Dead Wake: The Last Crossing of the Lusitania Erik Larson genre fiction
The Jungle Book,Rudyard Kipling,Intermediate,3.94,fiction,0.99,The Jungle Book Rudyard Kipling fiction
I Am Pilgrim,Terry Hayes,Excellent,4.23,genre fiction,4.99,I Am Pilgrim Terry Hayes genre fiction
Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",Excellent,4.14,nonfiction,11.04,"Howl and Other Poems  Allen Ginsberg, William Carlos Williams nonfiction"
Don't Sweat the Small Stuff,Richard Carlson,Intermediate,3.95,genre fiction,7.69,Don't Sweat the Small Stuff Richard Carlson genre fiction
Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",Excellent,4.26,genre fiction,0.99,"Go the Fuck to Sleep Adam Mansbach, Ricardo CortÃ©s genre fiction"
Mostly Harmless,Douglas Adams,Intermediate,3.96,nonfiction,4.99,Mostly Harmless Douglas Adams nonfiction
Benjamin Franklin: An American Life,Walter Isaacson,Intermediate,3.96,genre fiction,4.99,Benjamin Franklin: An American Life Walter Isaacson genre fiction
The Tiger's Wife,TÃ©a Obreht,Novice,3.37,genre fiction,0.99,The Tiger's Wife TÃ©a Obreht genre fiction
Poison Study,Maria V. Snyder,Excellent,4.16,genre fiction,2.99,Poison Study Maria V. Snyder genre fiction
Lover Unbound,J.R. Ward,Excellent,4.33,fiction,7.99,Lover Unbound J.R. Ward fiction
Going Postal,Terry Pratchett,Excellent,4.36,fiction,11.99,Going Postal Terry Pratchett fiction
The Book of Mormon,"Anonymous, Joseph Smith Jr.",Excellent,4.37,genre fiction,11.99,"The Book of Mormon Anonymous, Joseph Smith Jr. genre fiction"
The Mist,Stephen King,Intermediate,3.92,nonfiction,2.99,The Mist Stephen King nonfiction
Dead Beat,Jim Butcher,Famous,4.43,genre fiction,4.99,Dead Beat Jim Butcher genre fiction
Golden Son,Pierce Brown,Famous,4.46,genre fiction,0.99,Golden Son Pierce Brown genre fiction
Night Watch,Terry Pratchett,Famous,4.47,nonfiction,7.99,Night Watch Terry Pratchett nonfiction
The Light Fantastic,Terry Pratchett,Intermediate,3.94,nonfiction,0.99,The Light Fantastic Terry Pratchett nonfiction
What the Dog Saw and Other Adventures,Malcolm Gladwell,Intermediate,3.82,genre fiction,7.69,What the Dog Saw and Other Adventures Malcolm Gladwell genre fiction
Pretty Girls,Karin Slaughter,Intermediate,3.95,genre fiction,1.99,Pretty Girls Karin Slaughter genre fiction
Last Argument of Kings,Joe Abercrombie,Excellent,4.26,genre fiction,4.99,Last Argument of Kings Joe Abercrombie genre fiction
Revival,Stephen King,Intermediate,3.75,genre fiction,4.99,Revival Stephen King genre fiction
Horton Hears a Who!,Dr. Seuss,Excellent,4.16,genre fiction,0.99,Horton Hears a Who! Dr. Seuss genre fiction
The Blind Side: Evolution of a Game,Michael   Lewis,Excellent,4.16,children,1.99,The Blind Side: Evolution of a Game Michael   Lewis children
Lirael,Garth Nix,Excellent,4.29,genre fiction,7.69,Lirael Garth Nix genre fiction
School's Out Forever,James Patterson,Excellent,4.16,fiction,2.99,School's Out Forever James Patterson fiction
é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",Excellent,4.37,nonfiction,11.99,"é»’åŸ·äº‹ I [Kuroshitsuji I] Yana Toboso, Tomo Kimura nonfiction"
Winter,Marissa Meyer,Famous,4.49,nonfiction,3.49,Winter Marissa Meyer nonfiction
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",Intermediate,3.94,genre fiction,4.99,"The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror  Robert Louis Stevenson, Robert Mighall genre fiction"
The Painted Man,Peter V. Brett,Excellent,4.27,genre fiction,3.99,The Painted Man Peter V. Brett genre fiction
One Shot,Lee Child,Excellent,4.2,genre fiction,2.99,One Shot Lee Child genre fiction
The Serpent's Shadow,Rick Riordan,Excellent,4.28,genre fiction,3.03,The Serpent's Shadow Rick Riordan genre fiction
Duma Key,Stephen King,Intermediate,3.93,genre fiction,7.41,Duma Key Stephen King genre fiction
The Shifting Fog,Kate Morton,Intermediate,3.93,genre fiction,2.0,The Shifting Fog Kate Morton genre fiction
Proven Guilty,Jim Butcher,Famous,4.41,genre fiction,6.83,Proven Guilty Jim Butcher genre fiction
Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",Excellent,4.17,genre fiction,7.99,"Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus genre fiction"
The Heart is a Lonely Hunter,Carson McCullers,Intermediate,3.97,genre fiction,3.99,The Heart is a Lonely Hunter Carson McCullers genre fiction
The Infinite Sea,Rick Yancey,Intermediate,3.94,genre fiction,3.99,The Infinite Sea Rick Yancey genre fiction
The Once and Future King,T.H. White,Excellent,4.08,nonfiction,6.55,The Once and Future King T.H. White nonfiction
Small Gods,Terry Pratchett,Excellent,4.27,genre fiction,10.8,Small Gods Terry Pratchett genre fiction
"Bud, Not Buddy",Christopher Paul Curtis,Intermediate,3.89,genre fiction,3.82,"Bud, Not Buddy Christopher Paul Curtis genre fiction"
Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,Excellent,4.1,genre fiction,4.99,Predictably Irrational: The Hidden Forces that Shape Our Decisions Dan Ariely genre fiction
Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,Intermediate,3.8,nonfiction,9.99,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚ Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯ nonfiction
The Indian in the Cupboard,Lynne Reid Banks,Intermediate,3.89,genre fiction,3.99,The Indian in the Cupboard Lynne Reid Banks genre fiction
A Memory of Light,"Robert Jordan, Brandon Sanderson",Famous,4.5,genre fiction,3.99,"A Memory of Light Robert Jordan, Brandon Sanderson genre fiction"
Me and Earl and the Dying Girl,Jesse Andrews,Intermediate,3.58,nonfiction,10.99,Me and Earl and the Dying Girl Jesse Andrews nonfiction
The Ugly Truth,Jeff Kinney,Excellent,4.16,nonfiction,0.99,The Ugly Truth Jeff Kinney nonfiction
"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,Excellent,4.34,genre fiction,1.5,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4) Janet Evanovich genre fiction"
"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,Intermediate,3.84,genre fiction,3.99,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words Simon Winchester genre fiction"
2nd Chance,"James Patterson, Andrew Gross",Excellent,4.01,genre fiction,12.29,"2nd Chance James Patterson, Andrew Gross genre fiction"
The Complete Maus,Art Spiegelman,Famous,4.53,nonfiction,0.99,The Complete Maus Art Spiegelman nonfiction
The Eyre Affair,Jasper Fforde,Intermediate,3.92,nonfiction,0.99,The Eyre Affair Jasper Fforde nonfiction
Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",Excellent,4.17,genre fiction,0.99,"Anne Rice's The Vampire Lestat: The Graphic Novel Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss genre fiction"
The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",Excellent,4.14,nonfiction,11.75,"The Art of Happiness: A Handbook for Living Dalai Lama XIV, Howard C. Cutler nonfiction"
The Bone Clocks,David Mitchell,Intermediate,3.81,genre fiction,6.92,The Bone Clocks David Mitchell genre fiction
Black and Blue,Anna Quindlen,Intermediate,3.86,genre fiction,3.99,Black and Blue Anna Quindlen genre fiction
The Last Juror,John Grisham,Intermediate,3.85,nonfiction,8.59,The Last Juror John Grisham nonfiction
Diary,Chuck Palahniuk,Intermediate,3.6,genre fiction,8.99,Diary Chuck Palahniuk genre fiction
Eleven on Top,Janet Evanovich,Excellent,4.15,genre fiction,7.49,Eleven on Top Janet Evanovich genre fiction
Tintenblut,"Cornelia Funke, Anthea Bell",Intermediate,3.91,genre fiction,6.99,"Tintenblut Cornelia Funke, Anthea Bell genre fiction"
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,Intermediate,3.75,genre fiction,0.99,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto Chuck Klosterman genre fiction"
Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,Intermediate,3.99,nonfiction,1.99,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder Evelyn Waugh nonfiction
White Night,Jim Butcher,Famous,4.41,fiction,0.99,White Night Jim Butcher fiction
The Miniaturist,Jessie Burton,Intermediate,3.58,genre fiction,1.99,The Miniaturist Jessie Burton genre fiction
Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",Excellent,4.03,nonfiction,8.78,"Dragons of Autumn Twilight Margaret Weis, Tracy Hickman nonfiction"
The Lost Colony,Eoin Colfer,Excellent,4.01,nonfiction,2.5,The Lost Colony Eoin Colfer nonfiction
Extras,Scott Westerfeld,Intermediate,3.59,genre fiction,0.99,Extras Scott Westerfeld genre fiction
The Burning Bridge,John Flanagan,Excellent,4.28,nonfiction,7.49,The Burning Bridge John Flanagan nonfiction
The Book of Life,Deborah Harkness,Excellent,4.15,genre fiction,2.99,The Book of Life Deborah Harkness genre fiction
The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,Intermediate,3.89,genre fiction,5.99,The Artist's Way: A Spiritual Path to Higher Creativity Julia Cameron genre fiction
The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",Excellent,4.2,nonfiction,2.99,"The Stinky Cheese Man and Other Fairly Stupid Tales Jon Scieszka, Lane Smith nonfiction"
Horns,Joe Hill,Intermediate,3.92,nonfiction,2.99,Horns Joe Hill nonfiction
Catherine the Great: Portrait of a Woman,Robert K. Massie,Intermediate,3.91,genre fiction,0.99,Catherine the Great: Portrait of a Woman Robert K. Massie genre fiction
The Year of the Flood,Margaret Atwood,Excellent,4.05,genre fiction,7.99,The Year of the Flood Margaret Atwood genre fiction
Winter Garden,Kristin Hannah,Excellent,4.13,genre fiction,2.99,Winter Garden Kristin Hannah genre fiction
The King of Torts,John Grisham,Intermediate,3.67,nonfiction,5.99,The King of Torts John Grisham nonfiction
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",Excellent,4.34,genre fiction,3.99,"Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10 Marcus Luttrell, Patrick Robinson genre fiction"
The 3 Mistakes of My Life,Chetan Bhagat,Intermediate,2.97,genre fiction,7.99,The 3 Mistakes of My Life Chetan Bhagat genre fiction
The Murder of Roger Ackroyd,Agatha Christie,Excellent,4.2,nonfiction,7.52,The Murder of Roger Ackroyd Agatha Christie nonfiction
Native Son ,Richard Wright,Intermediate,3.96,genre fiction,2.99,Native Son  Richard Wright genre fiction
Shadow's Edge,Brent Weeks,Excellent,4.27,genre fiction,11.84,Shadow's Edge Brent Weeks genre fiction
Under the Never Sky,Veronica Rossi,Excellent,4.01,genre fiction,3.99,Under the Never Sky Veronica Rossi genre fiction
True Believer,Nicholas Sparks,Intermediate,3.8,genre fiction,4.99,True Believer Nicholas Sparks genre fiction
The Lean Startupâ€Ž,Eric Ries,Excellent,4.04,genre fiction,0.99,The Lean Startupâ€Ž Eric Ries genre fiction
The Golden Lily,Richelle Mead,Excellent,4.36,genre fiction,10.99,The Golden Lily Richelle Mead genre fiction
Chasing Harry Winston,Lauren Weisberger,Novice,3.32,genre fiction,4.99,Chasing Harry Winston Lauren Weisberger genre fiction
Magician's Gambit,David Eddings,Excellent,4.13,genre fiction,2.99,Magician's Gambit David Eddings genre fiction
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,Excellent,4.15,genre fiction,2.99,The Rise and Fall of the Third Reich: A History of Nazi Germany William L. Shirer genre fiction
A Long Way Down,Nick Hornby,Novice,3.41,nonfiction,3.99,A Long Way Down Nick Hornby nonfiction
Out from Boneville,"Jeff Smith, Steve Hamaker",Excellent,4.16,genre fiction,5.99,"Out from Boneville Jeff Smith, Steve Hamaker genre fiction"
Rose Madder,Stephen King,Intermediate,3.66,genre fiction,1.99,Rose Madder Stephen King genre fiction
"Die Trying (Jack Reacher, #2)",Lee Child,Intermediate,4.0,genre fiction,2.99,"Die Trying (Jack Reacher, #2) Lee Child genre fiction"
Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",Intermediate,3.95,genre fiction,1.99,"Beautiful Chaos Kami Garcia, Margaret Stohl, Paz Pruneda genre fiction"
Keeping Faith,Jodi Picoult,Intermediate,3.79,genre fiction,0.99,Keeping Faith Jodi Picoult genre fiction
Heart-Shaped Box,Joe Hill,Intermediate,3.82,genre fiction,2.99,Heart-Shaped Box Joe Hill genre fiction
Cabin Fever,Jeff Kinney,Excellent,4.21,nonfiction,11.99,Cabin Fever Jeff Kinney nonfiction
Everyone Worth Knowing,Lauren Weisberger,Novice,3.39,genre fiction,0.99,Everyone Worth Knowing Lauren Weisberger genre fiction
Redwall,Brian Jacques,Excellent,4.11,genre fiction,2.99,Redwall Brian Jacques genre fiction
Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",Intermediate,3.51,genre fiction,2.99,"Manifest der Kommunistischen Partei Karl Marx, Friedrich Engels, Gareth Stedman Jones genre fiction"
The Woman in Cabin 10,Ruth Ware,Intermediate,3.67,nonfiction,0.99,The Woman in Cabin 10 Ruth Ware nonfiction
The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,Intermediate,3.69,genre fiction,0.99,The Last of the Mohicans: A Narrative of 1757 James Fenimore Cooper genre fiction
Sophie's Choice,William Styron,Excellent,4.18,nonfiction,1.99,Sophie's Choice William Styron nonfiction
Shopaholic and Sister,Sophie Kinsella,Intermediate,3.64,genre fiction,2.99,Shopaholic and Sister Sophie Kinsella genre fiction
The Iron Daughter,Julie Kagawa,Excellent,4.13,genre fiction,2.99,The Iron Daughter Julie Kagawa genre fiction
The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,Intermediate,3.92,nonfiction,8.1,The Prayer of Jabez:  Breaking Through to the Blessed Life Bruce H. Wilkinson nonfiction
The Age of Miracles,Karen Thompson Walker,Intermediate,3.64,genre fiction,11.84,The Age of Miracles Karen Thompson Walker genre fiction
Have a Little Faith: A True Story,Mitch Albom,Excellent,4.16,nonfiction,1.99,Have a Little Faith: A True Story Mitch Albom nonfiction
My Life in France,"Julia Child, Alex Prud'Homme",Excellent,4.16,genre fiction,11.99,"My Life in France Julia Child, Alex Prud'Homme genre fiction"
The Rosie Effect,Graeme Simsion,Intermediate,3.56,genre fiction,11.04,The Rosie Effect Graeme Simsion genre fiction
The Secret of the Nagas.,Amish Tripathi,Intermediate,3.98,genre fiction,0.99,The Secret of the Nagas. Amish Tripathi genre fiction
Ham on Rye,Charles Bukowski,Excellent,4.16,genre fiction,1.77,Ham on Rye Charles Bukowski genre fiction
Flipped,Wendelin Van Draanen,Intermediate,3.94,nonfiction,0.99,Flipped Wendelin Van Draanen nonfiction
Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",Intermediate,3.81,genre fiction,0.99,"Emotional Intelligence 2.0 Travis Bradberry, Jean Greaves, Patrick Lencioni genre fiction"
Make Way for Ducklings,Robert McCloskey,Excellent,4.21,nonfiction,5.74,Make Way for Ducklings Robert McCloskey nonfiction
Relic,"Douglas Preston, Lincoln Child",Excellent,4.01,genre fiction,7.73,"Relic Douglas Preston, Lincoln Child genre fiction"
Notes from a Small Island,Bill Bryson,Intermediate,3.91,genre fiction,3.99,Notes from a Small Island Bill Bryson genre fiction
Small Favor,Jim Butcher,Famous,4.43,nonfiction,10.99,Small Favor Jim Butcher nonfiction
The Walking Dead Compendium Volume 1,Robert Kirkman,Famous,4.43,genre fiction,2.99,The Walking Dead Compendium Volume 1 Robert Kirkman genre fiction
Princess Academy,Shannon Hale,Excellent,4.01,genre fiction,12.74,Princess Academy Shannon Hale genre fiction
"Everything, Everything","Nicola Yoon, David Yoon",Excellent,4.11,genre fiction,2.99,"Everything, Everything Nicola Yoon, David Yoon genre fiction"
Pygmalion,George Bernard Shaw,Intermediate,3.9,genre fiction,2.99,Pygmalion George Bernard Shaw genre fiction
Flight Behavior,Barbara Kingsolver,Intermediate,3.75,genre fiction,0.99,Flight Behavior Barbara Kingsolver genre fiction
Grip of the Shadow Plague,Brandon Mull,Excellent,4.26,genre fiction,4.99,Grip of the Shadow Plague Brandon Mull genre fiction
Bridget Jones: The Edge of Reason,Helen Fielding,Intermediate,3.53,nonfiction,9.99,Bridget Jones: The Edge of Reason Helen Fielding nonfiction
Captain Corelli's Mandolin,Louis de BerniÃ¨res,Intermediate,3.95,genre fiction,0.99,Captain Corelli's Mandolin Louis de BerniÃ¨res genre fiction
At First Sight,Nicholas Sparks,Intermediate,3.81,genre fiction,0.99,At First Sight Nicholas Sparks genre fiction
Down Under,Bill Bryson,Excellent,4.05,genre fiction,3.99,Down Under Bill Bryson genre fiction
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,Excellent,4.32,nonfiction,11.19,The Memoirs of Sherlock Holmes Arthur Conan Doyle nonfiction
The Orphan Master's Son,Adam Johnson,Excellent,4.06,genre fiction,0.99,The Orphan Master's Son Adam Johnson genre fiction
Enchanters' End Game,David Eddings,Excellent,4.17,genre fiction,3.99,Enchanters' End Game David Eddings genre fiction
Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",Excellent,4.36,nonfiction,0.99,"Persepolis Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh nonfiction"
The Chosen,Chaim Potok,Excellent,4.03,fiction,1.99,The Chosen Chaim Potok fiction
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",Excellent,4.09,genre fiction,3.99,"The Agony and the Ecstasy: A Biographical Novel of Michelangelo Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨ genre fiction"
El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",Intermediate,3.86,genre fiction,12.29,"El juego del Ã¡ngel Carlos Ruiz ZafÃ³n, Lucia Graves genre fiction"
Where Rainbows End,Cecelia Ahern,Intermediate,3.95,nonfiction,10.99,Where Rainbows End Cecelia Ahern nonfiction
Amelia Bedelia,"Peggy Parish, Fritz Siebel",Excellent,4.15,genre fiction,7.99,"Amelia Bedelia Peggy Parish, Fritz Siebel genre fiction"
This Man,Jodi Ellen Malpas,Excellent,4.13,genre fiction,0.99,This Man Jodi Ellen Malpas genre fiction
A Dog's Purpose ,W. Bruce Cameron,Excellent,4.35,genre fiction,2.99,A Dog's Purpose  W. Bruce Cameron genre fiction
An Ember in the Ashes,Sabaa Tahir,Excellent,4.32,genre fiction,5.49,An Ember in the Ashes Sabaa Tahir genre fiction
"Lover Enshrined, part one",J.R. Ward,Excellent,4.12,genre fiction,8.99,"Lover Enshrined, part one J.R. Ward genre fiction"
The Golem and the Jinni,Helene Wecker,Excellent,4.1,genre fiction,3.99,The Golem and the Jinni Helene Wecker genre fiction
Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",Intermediate,3.72,nonfiction,10.91,"Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi nonfiction"
The Slippery Slope,"Lemony Snicket, Brett Helquist",Intermediate,4.0,genre fiction,8.99,"The Slippery Slope Lemony Snicket, Brett Helquist genre fiction"
Bleak House,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",Intermediate,4.0,genre fiction,8.99,"Bleak House Charles Dickens, Nicola Bradbury, Hablot Knight Browne genre fiction"
"Caps for sale: a tale of a peddler, some monkeys and their monkey business",Esphyr Slobodkina,Excellent,4.12,genre fiction,4.99,"Caps for sale: a tale of a peddler, some monkeys and their monkey business Esphyr Slobodkina genre fiction"
Furies of Calderon ,Jim Butcher,Excellent,4.12,genre fiction,0.99,Furies of Calderon  Jim Butcher genre fiction
Alanna: The First Adventure,Tamora Pierce,Excellent,4.27,genre fiction,16.98,Alanna: The First Adventure Tamora Pierce genre fiction
Her Fearful Symmetry,Audrey Niffenegger,Novice,3.23,nonfiction,3.79,Her Fearful Symmetry Audrey Niffenegger nonfiction
The Boston Girl,Anita Diamant,Intermediate,3.79,genre fiction,4.99,The Boston Girl Anita Diamant genre fiction
"Lover Enshrined, part two",J.R. Ward,Excellent,4.38,children,4.49,"Lover Enshrined, part two J.R. Ward children"
The Fall of Hyperion,Dan Simmons,Excellent,4.18,nonfiction,5.83,The Fall of Hyperion Dan Simmons nonfiction
The Black Dahlia,James Ellroy,Intermediate,3.75,genre fiction,9.99,The Black Dahlia James Ellroy genre fiction
"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",Excellent,4.06,fiction,1.99,"Through the Looking-Glass, and What Alice Found There Lewis Carroll, John Tenniel, Peter Glassman fiction"
Wild Swans: Three Daughters of China,Jung Chang,Excellent,4.23,nonfiction,3.99,Wild Swans: Three Daughters of China Jung Chang nonfiction
"Go, Dog. Go!",P.D. Eastman,Excellent,4.08,fiction,10.65,"Go, Dog. Go! P.D. Eastman fiction"
Finders Keepers,Stephen King,Excellent,4.03,fiction,0.99,Finders Keepers Stephen King fiction
The Strain,"Guillermo del Toro, Chuck Hogan",Intermediate,3.77,genre fiction,0.99,"The Strain Guillermo del Toro, Chuck Hogan genre fiction"
The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",Excellent,4.21,genre fiction,4.99,"The Complete Poems of Emily Dickinson Emily Dickinson, Thomas H. Johnson genre fiction"
Old Yeller,Fred Gipson,Excellent,4.06,genre fiction,13.78,Old Yeller Fred Gipson genre fiction
Born Standing Up: A Comic's Life,Steve Martin,Intermediate,3.87,nonfiction,0.99,Born Standing Up: A Comic's Life Steve Martin nonfiction
PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,Excellent,4.01,nonfiction,0.99,PostSecret: Extraordinary Confessions from Ordinary Lives Frank Warren nonfiction
A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,Famous,4.56,genre fiction,2.99,A Storm of Swords: Part 2 Blood and Gold George R.R. Martin genre fiction
The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",Excellent,4.02,genre fiction,6.48,"The Borrowers Afield Mary Norton, Beth Krush, Joe Krush genre fiction"
Hearts in Atlantis,Stephen King,Intermediate,3.8,genre fiction,1.99,Hearts in Atlantis Stephen King genre fiction
ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",Intermediate,3.94,nonfiction,8.81,"ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken] Haruki Murakami, Alfred Birnbaum nonfiction"
The Queen's Fool,Philippa Gregory,Intermediate,3.83,genre fiction,5.49,The Queen's Fool Philippa Gregory genre fiction
Days of Blood & Starlight,Laini Taylor,Excellent,4.21,genre fiction,2.99,Days of Blood & Starlight Laini Taylor genre fiction
Jitterbug Perfume,Tom Robbins,Excellent,4.24,genre fiction,2.99,Jitterbug Perfume Tom Robbins genre fiction
"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,Excellent,4.32,genre fiction,2.99,"The Battle for Skandia (Ranger's Apprentice, #4) John Flanagan genre fiction"
The Darkest Minds,Alexandra Bracken,Excellent,4.26,fiction,5.69,The Darkest Minds Alexandra Bracken fiction
O Zahir,"Paulo Coelho, Margaret Jull Costa",Intermediate,3.56,genre fiction,3.99,"O Zahir Paulo Coelho, Margaret Jull Costa genre fiction"
The Power of Positive Thinking,Norman Vincent Peale,Excellent,4.08,genre fiction,2.99,The Power of Positive Thinking Norman Vincent Peale genre fiction
"In a Dark, Dark Wood ",Ruth Ware,Intermediate,3.65,genre fiction,0.99,"In a Dark, Dark Wood  Ruth Ware genre fiction"
The House of Mirth,"Edith Wharton, Nina Bawden",Intermediate,3.94,genre fiction,2.99,"The House of Mirth Edith Wharton, Nina Bawden genre fiction"
Fairy Tail 1,"Hiro Mashima, William Flanagan",Famous,4.4,genre fiction,3.99,"Fairy Tail 1 Hiro Mashima, William Flanagan genre fiction"
The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",Intermediate,3.92,genre fiction,3.99,"The Slow Regard of Silent Things Patrick Rothfuss, Nate  Taylor genre fiction"
Twelve Years a Slave,Solomon Northup,Excellent,4.15,genre fiction,4.99,Twelve Years a Slave Solomon Northup genre fiction
"Lover Avenged, part one",J.R. Ward,Famous,4.41,genre fiction,4.99,"Lover Avenged, part one J.R. Ward genre fiction"
